ID	14002_N	14006_N	14007_N	14009_N	14020_N	14021_N	15001_N	15002_N	15005_N	15006_N	16002_N	16010_N	16015_N	16018_N	16021_N	16022_N	16025_N	16031_N	17014_N	17017_N	17024_N	17027_N	17032_N	17039_N	17040_N	17041_N	17043_N	17044_N	17049_N	18001_N	18002_N	18003_N	18004_N	18005_N	18006_N	18007_N	18008_N	18009_N	18010_N	18011_N	18013_N	18014_N	18015_N	18016_N	18017_N	19001_N	19004_N	19005_N	19006_N	19007_N	19008_N	19010_N	19014_N	19021_N	19025_N	19028_N	19032_N	19033_N	19035_N	19036_N	19038_N	19040_N	19041_N	19055_N	19081_N	19082_N	20001_N	20002_N	20004_N	20018_N	20037_N	20054_N	20068_N	20080_N	20082_N	20084_N	20087_N	20089_N	20092_N	20094_N	20095_N	20102_N	20114_N	20115_N	14002_T	14006_T	14007_T	14009_T	14020_T	14021_T	15001_T	15002_T	15005_T	15006_T	16002_T	16010_T	16015_T	16018_T	16021_T	16022_T	16025_T	16031_T	17014_T	17017_T	17024_T	17027_T	17032_T	17039_T	17040_T	17041_T	17043_T	17044_T	17049_T	18001_T	18002_T	18003_T	18004_T	18005_T	18006_T	18007_T	18008_T	18009_T	18010_T	18011_T	18013_T	18014_T	18015_T	18016_T	18017_T	19001_T	19004_T	19005_T	19006_T	19007_T	19008_T	19010_T	19014_T	19021_T	19025_T	19028_T	19032_T	19033_T	19035_T	19036_T	19038_T	19040_T	19041_T	19055_T	19081_T	19082_T	20001_T	20002_T	20004_T	20018_T	20037_T	20054_T	20068_T	20080_T	20082_T	20084_T	20087_T	20089_T	20092_T	20094_T	20095_T	20102_T	20114_T	20115_T
chr7:27096096-27156485/HOXA13/2010	53.72	46.3703	48.9514	44.5429	55.6771	53.14	51.0255	57.1023	51.2423	47.9056	52.6996	49.3621	47.0685	44.9677	47.1252	61.0007	46.2683	54.4194	57.6089	56.2937	40.5033	53.6627	41.4068	47.6184	46.6756	42.6147	44.8863	53.0416	58.3427	40.2368	40.1017	56.8744	35.9311	58.896	59.6925	61.544	49.6653	48.8025	45.8565	43.7159	53.7368	46.3169	43.9236	49.0604	54.2047	55.6717	49.8741	53.9096	49.095	46.8725	54.3002	45.6461	48.9271	23.3416	32.8444	44.8555	54.6899	44.2339	41.6243	42.4734	45.2392	41.5503	51.4731	56.8504	45.3636	57.0281	49.8784	49.585	35.7582	37.2269	44.5024	45.2288	53.4752	47.2366	16.6	50.5339	30.1657	46.0474	43.6544	54.0628	49.1639	59.152	35.9207	53.7824	48.6493	39.9135	48.3603	55.568	57.7644	60.2859	61.6838	57.4201	61.5943	57.4733	54.1309	54.6509	60.2599	56.808	52.5746	65.35	51.5884	40.8009	54.7375	60.6642	60.7532	55.185	59.3273	57.748	45.2468	42.2541	48.9598	56.6061	52.8095	40.6182	43.5911	44.5528	45.3372	54.5324	65.4075	61.3297	46.1307	58.5378	56.7547	46.5788	48.3693	60.5131	65.8137	52.2219	59.1706	59.5296	46.3838	60.5752	48.9874	56.3872	51.9949	61.1451	48.6673	55.3457	57.9751	47.2587	56.9502	43.6054	57.8607	55.463	46.5058	35.2915	51.7383	62.4493	56.5564	50.0873	55.7281	51.1342	43.0346	50.4247	56.7574	64.4178	41.7588	42.795	47.7137	51.1498	61.0567	52.5108	77.3391	62.3079	34.9902	61.5457	51.2458	63.8341
chr7:27096096-27156485/HOXA11/2010	53.72	46.3703	48.9514	44.5429	55.6771	53.14	51.0255	57.1023	51.2423	47.9056	52.6996	49.3621	47.0685	44.9677	47.1252	61.0007	46.2683	54.4194	57.6089	56.2937	40.5033	53.6627	41.4068	47.6184	46.6756	42.6147	44.8863	53.0416	58.3427	40.2368	40.1017	56.8744	35.9311	58.896	59.6925	61.544	49.6653	48.8025	45.8565	43.7159	53.7368	46.3169	43.9236	49.0604	54.2047	55.6717	49.8741	53.9096	49.095	46.8725	54.3002	45.6461	48.9271	23.3416	32.8444	44.8555	54.6899	44.2339	41.6243	42.4734	45.2392	41.5503	51.4731	56.8504	45.3636	57.0281	49.8784	49.585	35.7582	37.2269	44.5024	45.2288	53.4752	47.2366	16.6	50.5339	30.1657	46.0474	43.6544	54.0628	49.1639	59.152	35.9207	53.7824	48.6493	39.9135	48.3603	55.568	57.7644	60.2859	61.6838	57.4201	61.5943	57.4733	54.1309	54.6509	60.2599	56.808	52.5746	65.35	51.5884	40.8009	54.7375	60.6642	60.7532	55.185	59.3273	57.748	45.2468	42.2541	48.9598	56.6061	52.8095	40.6182	43.5911	44.5528	45.3372	54.5324	65.4075	61.3297	46.1307	58.5378	56.7547	46.5788	48.3693	60.5131	65.8137	52.2219	59.1706	59.5296	46.3838	60.5752	48.9874	56.3872	51.9949	61.1451	48.6673	55.3457	57.9751	47.2587	56.9502	43.6054	57.8607	55.463	46.5058	35.2915	51.7383	62.4493	56.5564	50.0873	55.7281	51.1342	43.0346	50.4247	56.7574	64.4178	41.7588	42.795	47.7137	51.1498	61.0567	52.5108	77.3391	62.3079	34.9902	61.5457	51.2458	63.8341
chr7:27096096-27156485/HOXA10/2010	53.72	46.3703	48.9514	44.5429	55.6771	53.14	51.0255	57.1023	51.2423	47.9056	52.6996	49.3621	47.0685	44.9677	47.1252	61.0007	46.2683	54.4194	57.6089	56.2937	40.5033	53.6627	41.4068	47.6184	46.6756	42.6147	44.8863	53.0416	58.3427	40.2368	40.1017	56.8744	35.9311	58.896	59.6925	61.544	49.6653	48.8025	45.8565	43.7159	53.7368	46.3169	43.9236	49.0604	54.2047	55.6717	49.8741	53.9096	49.095	46.8725	54.3002	45.6461	48.9271	23.3416	32.8444	44.8555	54.6899	44.2339	41.6243	42.4734	45.2392	41.5503	51.4731	56.8504	45.3636	57.0281	49.8784	49.585	35.7582	37.2269	44.5024	45.2288	53.4752	47.2366	16.6	50.5339	30.1657	46.0474	43.6544	54.0628	49.1639	59.152	35.9207	53.7824	48.6493	39.9135	48.3603	55.568	57.7644	60.2859	61.6838	57.4201	61.5943	57.4733	54.1309	54.6509	60.2599	56.808	52.5746	65.35	51.5884	40.8009	54.7375	60.6642	60.7532	55.185	59.3273	57.748	45.2468	42.2541	48.9598	56.6061	52.8095	40.6182	43.5911	44.5528	45.3372	54.5324	65.4075	61.3297	46.1307	58.5378	56.7547	46.5788	48.3693	60.5131	65.8137	52.2219	59.1706	59.5296	46.3838	60.5752	48.9874	56.3872	51.9949	61.1451	48.6673	55.3457	57.9751	47.2587	56.9502	43.6054	57.8607	55.463	46.5058	35.2915	51.7383	62.4493	56.5564	50.0873	55.7281	51.1342	43.0346	50.4247	56.7574	64.4178	41.7588	42.795	47.7137	51.1498	61.0567	52.5108	77.3391	62.3079	34.9902	61.5457	51.2458	63.8341
chr7:27096096-27156485/HOXA9/2010	53.72	46.3703	48.9514	44.5429	55.6771	53.14	51.0255	57.1023	51.2423	47.9056	52.6996	49.3621	47.0685	44.9677	47.1252	61.0007	46.2683	54.4194	57.6089	56.2937	40.5033	53.6627	41.4068	47.6184	46.6756	42.6147	44.8863	53.0416	58.3427	40.2368	40.1017	56.8744	35.9311	58.896	59.6925	61.544	49.6653	48.8025	45.8565	43.7159	53.7368	46.3169	43.9236	49.0604	54.2047	55.6717	49.8741	53.9096	49.095	46.8725	54.3002	45.6461	48.9271	23.3416	32.8444	44.8555	54.6899	44.2339	41.6243	42.4734	45.2392	41.5503	51.4731	56.8504	45.3636	57.0281	49.8784	49.585	35.7582	37.2269	44.5024	45.2288	53.4752	47.2366	16.6	50.5339	30.1657	46.0474	43.6544	54.0628	49.1639	59.152	35.9207	53.7824	48.6493	39.9135	48.3603	55.568	57.7644	60.2859	61.6838	57.4201	61.5943	57.4733	54.1309	54.6509	60.2599	56.808	52.5746	65.35	51.5884	40.8009	54.7375	60.6642	60.7532	55.185	59.3273	57.748	45.2468	42.2541	48.9598	56.6061	52.8095	40.6182	43.5911	44.5528	45.3372	54.5324	65.4075	61.3297	46.1307	58.5378	56.7547	46.5788	48.3693	60.5131	65.8137	52.2219	59.1706	59.5296	46.3838	60.5752	48.9874	56.3872	51.9949	61.1451	48.6673	55.3457	57.9751	47.2587	56.9502	43.6054	57.8607	55.463	46.5058	35.2915	51.7383	62.4493	56.5564	50.0873	55.7281	51.1342	43.0346	50.4247	56.7574	64.4178	41.7588	42.795	47.7137	51.1498	61.0567	52.5108	77.3391	62.3079	34.9902	61.5457	51.2458	63.8341
chr7:27096096-27156485/HOXA3/2010	53.72	46.3703	48.9514	44.5429	55.6771	53.14	51.0255	57.1023	51.2423	47.9056	52.6996	49.3621	47.0685	44.9677	47.1252	61.0007	46.2683	54.4194	57.6089	56.2937	40.5033	53.6627	41.4068	47.6184	46.6756	42.6147	44.8863	53.0416	58.3427	40.2368	40.1017	56.8744	35.9311	58.896	59.6925	61.544	49.6653	48.8025	45.8565	43.7159	53.7368	46.3169	43.9236	49.0604	54.2047	55.6717	49.8741	53.9096	49.095	46.8725	54.3002	45.6461	48.9271	23.3416	32.8444	44.8555	54.6899	44.2339	41.6243	42.4734	45.2392	41.5503	51.4731	56.8504	45.3636	57.0281	49.8784	49.585	35.7582	37.2269	44.5024	45.2288	53.4752	47.2366	16.6	50.5339	30.1657	46.0474	43.6544	54.0628	49.1639	59.152	35.9207	53.7824	48.6493	39.9135	48.3603	55.568	57.7644	60.2859	61.6838	57.4201	61.5943	57.4733	54.1309	54.6509	60.2599	56.808	52.5746	65.35	51.5884	40.8009	54.7375	60.6642	60.7532	55.185	59.3273	57.748	45.2468	42.2541	48.9598	56.6061	52.8095	40.6182	43.5911	44.5528	45.3372	54.5324	65.4075	61.3297	46.1307	58.5378	56.7547	46.5788	48.3693	60.5131	65.8137	52.2219	59.1706	59.5296	46.3838	60.5752	48.9874	56.3872	51.9949	61.1451	48.6673	55.3457	57.9751	47.2587	56.9502	43.6054	57.8607	55.463	46.5058	35.2915	51.7383	62.4493	56.5564	50.0873	55.7281	51.1342	43.0346	50.4247	56.7574	64.4178	41.7588	42.795	47.7137	51.1498	61.0567	52.5108	77.3391	62.3079	34.9902	61.5457	51.2458	63.8341
chr7:27096096-27156485/HOXA1/2010	53.72	46.3703	48.9514	44.5429	55.6771	53.14	51.0255	57.1023	51.2423	47.9056	52.6996	49.3621	47.0685	44.9677	47.1252	61.0007	46.2683	54.4194	57.6089	56.2937	40.5033	53.6627	41.4068	47.6184	46.6756	42.6147	44.8863	53.0416	58.3427	40.2368	40.1017	56.8744	35.9311	58.896	59.6925	61.544	49.6653	48.8025	45.8565	43.7159	53.7368	46.3169	43.9236	49.0604	54.2047	55.6717	49.8741	53.9096	49.095	46.8725	54.3002	45.6461	48.9271	23.3416	32.8444	44.8555	54.6899	44.2339	41.6243	42.4734	45.2392	41.5503	51.4731	56.8504	45.3636	57.0281	49.8784	49.585	35.7582	37.2269	44.5024	45.2288	53.4752	47.2366	16.6	50.5339	30.1657	46.0474	43.6544	54.0628	49.1639	59.152	35.9207	53.7824	48.6493	39.9135	48.3603	55.568	57.7644	60.2859	61.6838	57.4201	61.5943	57.4733	54.1309	54.6509	60.2599	56.808	52.5746	65.35	51.5884	40.8009	54.7375	60.6642	60.7532	55.185	59.3273	57.748	45.2468	42.2541	48.9598	56.6061	52.8095	40.6182	43.5911	44.5528	45.3372	54.5324	65.4075	61.3297	46.1307	58.5378	56.7547	46.5788	48.3693	60.5131	65.8137	52.2219	59.1706	59.5296	46.3838	60.5752	48.9874	56.3872	51.9949	61.1451	48.6673	55.3457	57.9751	47.2587	56.9502	43.6054	57.8607	55.463	46.5058	35.2915	51.7383	62.4493	56.5564	50.0873	55.7281	51.1342	43.0346	50.4247	56.7574	64.4178	41.7588	42.795	47.7137	51.1498	61.0567	52.5108	77.3391	62.3079	34.9902	61.5457	51.2458	63.8341
chr7:27096096-27156485/HOXA6/2010	53.72	46.3703	48.9514	44.5429	55.6771	53.14	51.0255	57.1023	51.2423	47.9056	52.6996	49.3621	47.0685	44.9677	47.1252	61.0007	46.2683	54.4194	57.6089	56.2937	40.5033	53.6627	41.4068	47.6184	46.6756	42.6147	44.8863	53.0416	58.3427	40.2368	40.1017	56.8744	35.9311	58.896	59.6925	61.544	49.6653	48.8025	45.8565	43.7159	53.7368	46.3169	43.9236	49.0604	54.2047	55.6717	49.8741	53.9096	49.095	46.8725	54.3002	45.6461	48.9271	23.3416	32.8444	44.8555	54.6899	44.2339	41.6243	42.4734	45.2392	41.5503	51.4731	56.8504	45.3636	57.0281	49.8784	49.585	35.7582	37.2269	44.5024	45.2288	53.4752	47.2366	16.6	50.5339	30.1657	46.0474	43.6544	54.0628	49.1639	59.152	35.9207	53.7824	48.6493	39.9135	48.3603	55.568	57.7644	60.2859	61.6838	57.4201	61.5943	57.4733	54.1309	54.6509	60.2599	56.808	52.5746	65.35	51.5884	40.8009	54.7375	60.6642	60.7532	55.185	59.3273	57.748	45.2468	42.2541	48.9598	56.6061	52.8095	40.6182	43.5911	44.5528	45.3372	54.5324	65.4075	61.3297	46.1307	58.5378	56.7547	46.5788	48.3693	60.5131	65.8137	52.2219	59.1706	59.5296	46.3838	60.5752	48.9874	56.3872	51.9949	61.1451	48.6673	55.3457	57.9751	47.2587	56.9502	43.6054	57.8607	55.463	46.5058	35.2915	51.7383	62.4493	56.5564	50.0873	55.7281	51.1342	43.0346	50.4247	56.7574	64.4178	41.7588	42.795	47.7137	51.1498	61.0567	52.5108	77.3391	62.3079	34.9902	61.5457	51.2458	63.8341
chr8:22352656-22400538/SLC39A14/922	76.8643	73.3138	72.2673	75.4815	79.5865	75.327	72.2096	80.585	72.0074	74.2231	77.5469	76.5315	68.7865	68.208	68.3641	77.3791	69.6618	76.3163	79.514	78.453	76.5134	74.7821	73.219	73.6453	72.3861	67.5376	72.1353	79.0188	77.2685	64.9473	76.2734	76.8642	75.3697	78.4734	76.7311	84.3682	70.9449	65.3873	76.3415	72.2459	72.078	75.8707	70.4614	76.3503	72.6985	73.8258	70.2438	76.9393	72.6301	75.177	75.4719	71.4935	73.2174	79.2708	69.9162	74.0466	77.2943	70.872	76.4471	67.9642	68.9743	70.6577	74.3593	76.7713	71.3975	78.6834	72.8791	78.0859	71.5334	70.6789	68.5954	76.0452	80.86	79.4553	82.7608	73.7714	81.7701	72.3521	83.0708	76.6329	77.7536	81.8299	67.846	79.6944	78.0524	73.5725	81.7828	75.1339	79.4704	76.2674	82.6153	74.1553	79.1517	77.2676	82.7589	78.8172	77.9955	78.3605	78.4285	67.1385	78.8176	68.0828	83.8526	81.7409	79.7123	69.6046	79.8138	77.2732	75.077	70.296	78.7179	70.6566	79.592	74.3854	69.7941	75.2169	78.6447	73.955	69.9286	85.2237	75.6979	79.3914	73.5806	74.9632	77.1061	70.4621	83.5689	74.7377	68.5808	74.3957	77.276	76.0559	77.7834	76.797	74.2037	74.9483	72.2019	79.2058	78.1175	72.3934	71.8301	75.7815	74.0886	70.5975	80.3575	74.2602	72.906	79.6279	78.8987	78.2228	76.5081	79.5299	72.5307	76.9859	78.8447	82.0241	65.5366	77.9261	79.0382	77.3758	82.08	82.6533	87.7948	79.7988	83.5881	70.4376	83.959	84.1289
chr8:133287924-133303904/NDRG1/328	45.7525	39.0851	31.4784	35.9192	42.9271	44.695	45.155	44.1726	37.4728	41.5444	46.9938	39.2505	33.6382	28.7371	35.6947	38.4224	32.7595	44.1363	44.3485	43.7326	39.2392	41.3793	38.6223	39.9796	40.0698	30.0246	33.0075	43.1997	45.283	31.5252	37.2312	44.4912	32.4581	54.2373	44.2655	50.5874	39.3674	32.1628	46.1562	42.7568	37.2717	43.8934	37.3178	39.1009	38.2686	41.0156	40.8249	45.5123	33.6235	41.7208	40.4564	34.5227	42.3342	46.735	31.1242	39.3358	46.7771	38.2253	42.9819	36.5124	36.8997	44.1062	32.3366	38.9577	34.0048	45.7143	42.9696	44.2748	40.4163	35.0075	39.1341	44.4023	47.4528	41.3527	42.7094	42.7368	46.5459	39.7614	51.4706	55.2007	46.8631	59.1923	30.1312	55.9359	48.0491	44.8317	43.8482	46.1538	39.8374	41.4122	42.2667	44.5738	46.0515	43.6888	41.0751	44.823	46.5311	57.3441	45.0971	40.7867	37.4919	30.1529	49.1303	40.2162	50.7704	37.7753	41.361	45.731	51.4215	28.6039	45.6848	43.8783	48.8876	42.659	30.996	47.5798	46.9226	41.61	53.2344	51.7831	44.7445	44.0577	36.0235	36.0499	54.8645	35.3225	55.1874	38.3876	37.2722	52.3352	43.4138	54.9462	39.9549	41.7707	43.0043	40.6003	41.287	42.8468	52.1254	45.1103	43.9599	45.2591	41.6506	45.4141	49.9125	33.3486	42.8667	48.8288	45.8555	44.529	47.5897	43.7785	34.9825	37.4406	50.0724	65.4095	36.6648	45.2099	42.9696	45.6044	57.2421	53.447	70.5486	57.6386	48.08	60.0335	57.2391	69.3878
chr9:78003219-78033572/GNAQ/514	57.3175	64.0966	65.984	63.0566	60.4319	59.6679	54.1236	67.8927	62.3433	56.6644	60.2941	53.9014	42.9258	56.4536	59.8226	60.9925	55.5538	63.2277	57.2347	59.4527	64.1091	58.5971	61.8215	59.9467	57.1774	56.221	49.4147	60.1206	60.449	43.5283	61.6754	58.311	61.48	60.2545	54.114	67.0133	58.1316	45.4123	60.3267	58.8956	49.449	46.738	53.7299	53.0389	59.768	61.5741	50.4925	59.4668	52.379	54.1627	56.7361	56.7686	55.579	63.2592	52.7282	52.7242	63.7821	54.3551	55.9981	49.4366	53.4175	51.9025	52.1944	51.6756	58.0705	59.5767	49.4551	54.0419	58.8106	46.6885	53.6271	59.1374	63.5922	56.7243	68.4564	55.8163	66.1742	59.5813	70.7978	64.0017	68.0297	65.1659	51.9454	67.5552	63.6132	62.0091	68.3308	59.8585	62.5896	66.5734	61.4038	64.7478	65.0748	56.4386	67.1241	52.9456	69.7077	63.0983	65.0548	70.3918	53.8268	54.5203	60.5969	65.0067	66.0603	60.5697	80.4154	61.1305	62.7815	51.9516	58.0698	67.1241	69.7507	62.9496	47.6512	64.1652	69.8254	55.2431	56.041	62.4916	67.1175	54.2548	51.767	51.738	54.1875	59.914	63.1844	61.1717	63.2522	73.1301	60.8566	63.2751	56.9931	56.8767	61.5224	57.5679	59.8412	60.2408	64.5257	61.8945	70.7175	55.8611	54.3352	62.4757	70.9351	59.6494	52.7477	62.0747	60.5556	63.7061	53.9692	61.4708	61.5694	62.5275	71.1664	68.2986	58.792	58.7643	68.0629	63.2303	69.0692	66.1752	77.9241	72.5883	76.3289	64.3032	66.4477	70.4343
chr9:137268447-137278899/NRARP/390	62.447	60.8108	60.8899	59.0449	68.3477	58.1086	70.708	65.9613	64.3291	56.2356	67.6075	56.2872	57.5273	59.9526	56.9248	62.8827	63.3796	63.8191	70.0724	66.0908	66.11	61.837	65.025	65.6938	63.0946	49.7655	55.7139	64.6387	64.2631	48.4918	64.9958	59.1293	59.8872	66.7412	65.7086	78.5714	55.4795	54.204	67.3616	61.5014	65.2825	63.9028	63.5998	60.6273	62.4961	61.5643	59.9407	63.015	59.0111	69.3631	57.4364	62.193	64.1464	70.3294	56.8679	60.378	71.1934	61.9119	68.2562	50.0276	56.5942	59.4816	59.1468	58.9543	56.4899	61.5023	63.1936	66.4901	68.4924	56.5745	53.3072	59.8131	72.3288	69.5766	76.4556	61.0145	67.2716	58.2049	75.7879	68.4954	67.7976	70.3704	55.9298	79.2147	64.0444	63.9083	75.0099	67.7543	68.6003	68.0917	72.3164	73.1599	72.8663	60.5185	68.4063	56.5206	69.7724	69.2206	63.4264	63.1986	74.2958	64.2383	65.5058	75.7143	70.3634	61.7471	71.1625	73.8485	68.1081	50.5467	71.3021	72.4062	70.9478	63.2911	56.2678	68.0586	67.6951	59.7682	66.8941	78.6728	71.6401	67.3548	64.8155	62.3415	75.1568	67.7002	65.7503	64.4159	60.0551	72.058	68.2266	60.1719	65.0549	68.2074	65.0396	67.4273	66.2133	72.3708	70.4008	70.617	74.5227	62.4955	64.623	64.4565	72.8679	55.0817	65.2575	69.6348	68.0279	80.122	66.0458	64.3194	65.9873	59.634	74.4898	71.1554	62.9118	66.4259	72.2471	64.3739	78.8732	76.7969	93.0928	78.1106	77.5625	64.1444	80.7942	82.367
